EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-3836.185303,-3837.168945,-3833.056152,-3833.592529,-3844.857910,-3839.225098,-3839.046387,-3834.307861,0.556641,0.718018,0.448486,0.732422,0.518799,1.098633,53.333336,118.000000,1.000000
-3836.185303,-3837.258301,-3833.503174,-3833.771484,-3845.036621,-3839.404053,-3839.404053,-3834.576172,0.556641,0.718994,0.447998,0.640869,0.396728,1.159668,53.333336,119.000000,1.000000
-3836.453613,-3836.989990,-3833.324463,-3833.950195,-3845.304932,-3839.314697,-3839.046387,-3834.844238,0.557617,0.718262,0.447754,0.671387,0.396728,1.068115,53.333336,120.000000,1.000000
-3835.917236,-3837.079346,-3832.787842,-3833.950195,-3844.857910,-3838.867676,-3839.046387,-3834.486572,0.558350,0.718506,0.449219,0.671387,0.488281,1.159668,53.333336,121.000000,1.000000
-3836.185303,-3836.632324,-3832.787842,-3833.950195,-3845.125977,-3838.867676,-3839.225098,-3834.576172,0.557373,0.718506,0.449707,0.579834,0.518799,1.159668,53.333336,122.000000,1.000000
-3836.185303,-3837.168945,-3832.609131,-3833.950195,-3845.125977,-3839.046387,-3839.046387,-3834.665527,0.558105,0.720215,0.449707,0.610352,0.549316,1.129150,53.333336,123.000000,1.000000
-2591.103760,-2591.640137,-2587.348633,-2588.868652,-2599.418701,-2593.785889,-2593.428223,-2588.868652,0.555664,0.718994,0.449707,0.793457,0.518799,1.007080,53.333336,124.000000,1.000000
2397.179932,2397.805908,2402.186768,2400.666992,2391.010986,2395.928223,2396.822266,2400.935059,0.555664,0.718018,0.448730,0.671387,0.396728,0.976562,53.333336,125.000000,1.000000
3646.016846,3647.089600,3651.470459,3649.950684,3640.741699,3645.212158,3646.553223,3650.576416,0.556885,0.719238,0.448730,0.762939,0.518799,1.037598,53.333336,126.000000,1.000000
3646.284912,3647.000244,3651.649414,3649.861328,3640.920410,3645.033203,3646.821289,3649.861328,0.557373,0.719482,0.449219,0.610352,0.457764,1.098633,53.333336,127.000000,1.000000
3646.284912,3646.910889,3651.917480,3649.861328,3640.920410,3645.301514,3647.178955,3650.576416,0.557617,0.718994,0.450684,0.671387,0.427246,1.068115,53.333336,128.000000,1.000000
3646.016846,3647.089600,3651.560059,3649.861328,3641.367676,3645.390869,3647.000244,3650.129395,0.555664,0.719971,0.449707,0.732422,0.457764,1.098633,53.333336,129.000000,1.000000
3646.106201,3647.178955,3651.560059,3650.129395,3641.010010,3645.122559,3646.731934,3650.308350,0.558105,0.719238,0.447266,0.732422,0.396728,1.159668,53.333336,130.000000,1.000000
3646.374268,3647.000244,3651.470459,3649.950684,3640.741699,3644.943848,3647.000244,3650.397705,0.557373,0.719482,0.450195,0.701904,0.457764,1.129150,53.333336,131.000000,1.000000
3646.106201,3646.910889,3651.738770,3650.040039,3640.920410,3645.122559,3647.000244,3650.129395,0.558350,0.719482,0.448486,0.793457,0.488281,1.098633,53.333336,132.000000,1.000000
3646.553223,3647.089600,3651.738770,3649.950684,3641.188721,3645.390869,3646.731934,3650.308350,0.557617,0.719238,0.448242,0.640869,0.396728,1.129150,53.333336,133.000000,1.000000
3646.731934,3646.821289,3651.649414,3649.950684,3641.188721,3645.212158,3646.553223,3650.576416,0.558105,0.717285,0.451904,0.701904,0.488281,1.098633,53.333336,134.000000,1.000000
3646.463867,3647.178955,3651.738770,3650.129395,3641.010010,3644.943848,3646.553223,3650.397705,0.557861,0.717285,0.452393,0.701904,0.457764,1.098633,53.333336,135.000000,1.000000
3646.106201,3647.000244,3651.917480,3649.771729,3641.010010,3644.943848,3646.910889,3650.487061,0.557861,0.716797,0.454102,0.762939,0.366211,1.129150,53.333336,136.000000,1.000000
3645.837891,3647.089600,3651.649414,3649.771729,3641.010010,3644.943848,3647.000244,3650.487061,0.557373,0.717529,0.454346,0.671387,0.366211,1.220703,53.333336,137.000000,1.000000
3646.553223,3647.089600,3651.649414,3649.861328,3640.831055,3645.212158,3647.178955,3650.308350,0.556885,0.717529,0.452148,0.701904,0.457764,1.159668,53.333336,138.000000,1.000000
